question_id,question,reference_answer,generated_answer,cosine_similarity_pct,classification
11,ماهي المستندات المطلوب ارفاقها للحصول على الاعانة؟,"تعبئة نموذج طلب الإعانة.
خطاب مقدم من الطالب/ــة بطلب الإعانة.
سجل العائلة لأفراد الأسرة.
السجل الأكاديمي.
صورة من الهوية الوطنية.
صورة من البطاقة الجامعية.
شهادة تعريف براتب ولي الأمر.
إفادة من الضمان الاجتماعي للأسرة في حال وفاة رب الأسرة.",تعبئة نموذج طلب المساعدة. خطاب مقدم من الطالب لطلب المساعدة. سجل العائلة لأفراد الأسرة. السجل الأكاديمي. نسخة من بطاقة الهوية الوطنية. نسخة من البطاقة الجامعية. شهادة تثبت راتب ولي الأمر. إفادة من الضمان الاجتماعي للأسرة في حالة وفاة رب الأسرة.,52.62,متوسط
12,ماهي آلية وشروط الاستفادة من الاعانة الطلابية؟,"أن يكون الطالب/ــة منتظماً بالجامعة.
أن تكون المكافأة منقطعة لتجاوزها المدة النظامية المسموح بها.
تصرف إعانة مقدارها 500 ريال في حالة انقطاع المكافأة.
أن يحضر الطالب/ــة للإدارة ما يثبت احتياجه/ها للإعانة وفق المستندات المطلوبة لطلب إعانة أعلى من 500 ريال.
ألا يكون صدر بحق الطالب/ــة عقوبة تأديبية.
الحد الأقصى لقيمة القرض 1000 ريال، وما زاد على ذلك يعرض على إدارة صندوق الطالب.
إرفاق الأوراق الرسمية التي تثبت حاجته/ها إلى الإعانة.",أن يكون الطالب منتظماً في الجامعة. يجب أن تنقطع المكافأة لتجاوز المدة النظامية المسموح بها. يتم صرف إعانة مالية قدرها 500 ريال في حالة انقطاع المكافأة. يجب على الطالب أن يحضر إلى الإدارة ما يثبت حاجته للمساعدة حسب المستندات المطلوبة لطلب المساعدة التي تزيد قيمتها عن 500 ريال. - ألا يكون الطالب قد تعرض لعقوبة تأديبية. الحد الأقصى لقيمة القرض هو 1000 ريال، وأي زيادة عن ذلك يتم تقديمها إلى إدارة صندوق الطلاب. إرفاق الأوراق الرسمية التي تثبت حاجته للمساعدة.,35.08,متوسط
13,هل يمكن للطالب/ــة الحصول على العشرة ريالات التي تحسم من المكافأة لصالح صندوق الطالب؟,لا يمكن الحصول عليها، وإنما يعاد صرفها على الأنشطة والبرامج الطلابية والرياضية، ويمكن للطالب/ــة الالتحاق بالنوادي والبرامج للاستفادة منها.,لا يمكن الحصول عليها، ولكن يتم صرفها على الأنشطة والبرامج الطلابية والرياضية، ويمكن للطالب الانضمام إلى الأندية والبرامج للاستفادة منها.,55.02,متوسط
14,هل يصرف لطلبة ذوي الإعاقة مكافأة؟,"نعم يصرف لهم مكافأة، ويتم تحديدها من وزارة الشؤون الاجتماعية على حسب حالة الطالب/ــة مع إضافة بدل إعاقة، وهي كالآتي:
الكفيف: تصرف له مكافأة شهرية مع راتب بالمرتبة الخامسة الدرجة الأولى.
المعاق: وهم فئتان تحددان على حسب نسبة الإعاقة المحددة من قبل وزارة الشؤون الاجتماعية.
متوسطي الإعاقة: تصرف لهم مكافأة شهرية مع بدل 1500 ريال.
شديدي الإعاقة: تصرف لهم مكافأة شهرية مع راتب المرتبة الخامسة الدرجة الأولى.",نعم، يُصرف لهم راتب تحدده وزارة الشؤون الاجتماعية حسب حالة الطالب، مع إضافة بدل الإعاقة، وهو على النحو التالي: الكفيف: يحصل على راتب شهري وراتب المرتبة الخامسة الدرجة الأولى. المعاقون: هناك فئتان يتم تحديدهما حسب نسبة الإعاقة التي تحددها وزارة الشؤون الاجتماعية. ذوي الإعاقات المتوسطة: يصرف لهم راتب شهري مع علاوة قدرها 1500 ريال. ذوي الإعاقة الشديدة: تصرف لهم مكافأة شهرية مع راتب الدرجة الخامسة الدرجة الأولى.,41.74,متوسط
15,ماهي الحالات التي لا تصرف فيها المكافأة؟,"لا تصرف المكافأة للطالب الذي تجاوز المدة النظامية.
تحسب فترة الاعتذار ضمن المدة النظامية.
لا تحسب فترة التأجيل ضمن المدة النظامية.
لا تحسب فترة الانقطاع ضمن المدة النظامية.
تحسب الفصول الدراسية السابقة للطالب المحول من داخل الجامعة، سواء من قسم إلى قسم آخر، أو من كلية إلى كلية داخل الجامعة.
الاعتذار عن الدراسة:
لا تصرف المكافأة للطالب الذي اعتذر عن الدراسة، حيث لا تصرف مكافأة الطالب المعتذر من تاريخ الاعتذار، ولا تسترجع المكافأة التي صرفت له خلال دراسته حتى اعتذاره، ويحتسب فصل الاعتذار ضمن المدة النظامية.
تأجيل الدراسة:
لا تصرف المكافأة للطالب الذي أجل الدراسة، ولا تحسب مدة التأجيل ضمن المدة النظامية.
الحصول على إنذار أكاديمي أو قرار تأديبي:
لا تصرف المكافأة للطالب الذي وجه له إنذار أكاديمياً أو قرار تأديبي.",لا يتم دفع الراتب للطالب الذي تجاوز المدة القانونية. وتحسب فترة الاعتذار ضمن الفترة النظامية. ولا تحتسب فترة التأجيل ضمن الفترة النظامية. ولا تحسب فترة الانقطاع ضمن الفترة النظامية. تحسب الفصول السابقة للطالب المنقول من داخل الجامعة، سواء من قسم إلى قسم آخر، أو من كلية إلى أخرى داخل الجامعة. الاعتذار عن الدراسة: لا تصرف المكافأة للطالب المعتذر عن دراسته، حيث لا تصرف مكافأة الطالب المعتذر من تاريخ الاعتذار، ولا تسترد المكافأة التي صرفت له أثناء دراسته إلا بعد أن يعتذر، ويحسب الفصل الدراسي للاعتذار ضمن المدة النظامية. تأجيل الدراسات: لا تصرف المكافأة للطالب الذي أجل دراسته، ولا تحسب مدة التأجيل ضمن المدة النظامية. الحصول على إنذار أكاديمي أو قرار تأديبي: لا تصرف المكافأة للطالب الذي تعرض للإنذار الأكاديمي أو القرار التأديبي.,70.86,مرتفع
16,هل يصرف للطلبة مكافأة امتياز؟,نعم تصرف مكافأة الامتياز لطلبة البكالوريوس، ومقدارها 1000 ريال للطالب الحاصل على تقدير ممتاز في كل عام دراسي.,نعم تصرف مكافأة التفوق لطلبة البكالوريوس وقدرها 1000 ريال للطالب الحاصل على تقدير ممتاز في كل عام دراسي.,61.27,مرتفع
17,كم المدة النظامية لصرف المكافآت الشهرية لطلبة الكليات؟,حسب الخطة النظامية المعتمدة للتخرج.,وفق الخطة النظامية المعتمدة للتخرج.,63.92,مرتفع
18,ماهي متطلبات الحصول على المكافأة الشهرية؟,"أن يكون الطالب/ــة منتظماً.
عدم وجود إنذار أكاديمي.
وجود جدول دراسي.",أن يكون الطالب منتظماً. لا يوجد تحذير أكاديمي. وجود جدول دراسي.,44.88,متوسط
19,ماهي إجراءات القبول في السكن الجامعي؟,"تحدد إدارة السكن الداخلي الطاقة الاستيعابية للقبول قبل بدء العام الدراسي بوقت كافٍ.
فتح باب التقديم الإلكتروني على السكن يكون بعد إغلاق باب التسجيل في الجامعة والانتهاء من إعلان جميع دفعات المرشحين للقبول حسب الموعد الذي تحدده إدارة السكن.
يتم حصر أسماء المقبولات في السكن واستدعاؤهن قبل بداية الدراسة بأسبوع لتعبئة المستندات والنماذج اللازمة، ويشترط حضور ولي الأمر، ولا يجوز للطالبة تعبئتها دون علم ولي أمرها.
إذا كان ولي أمر الطالبة هو الشخص الذي سيتولى أخذ الطالبة في بداية الإجازات والعطلات الرسمية ولم يوكل وكيلاً ينوب عنه، فيقدم ما يلي:
صورتين من حفيظة النفوس أو بطاقة العائلة موضح فيها إثبات الطالبة أو وثيقة الولاية الشرعية على الطالبة.
صورتين شخصية لولي أمر الطالبة أو الولي الشرعي.
إذا كان لولي أمر الطالبة وكيل ينوب عنه في أخذ الطالبة من السكن في بداية الإجازات والعطل الرسمية، فيقدم الوثائق التالية:
صورتين لحفيظة النفوس أو بطاقة الأحوال للوكيل أو الوكيلة.
وكالة شرعية من المحكمة أو تفويض يعبأ من قبل ولي الأمر أمام إدارة محارم الطالبة.
لا يجوز للوكيل أن يتنازل دون علم الولي الشرعي عن وكالته لوكيل آخر.
يستقبل السكن الطالبات بدءًا من الساعة الثانية ظهرًا يوم السبت لكل بداية دراسة بعد العطلات الدراسية حتى الساعة العاشرة مساءً.
بعد قبول الطالبات في السكن ترفع أسماء الطالبات المقبولات لجهة الاختصاص لاعتمادها.",تحدد إدارة السكن القدرة الاستيعابية للقبول قبل بداية العام الدراسي بوقت طويل. سيتم فتح باب التقديم الإلكتروني للسكن بعد إغلاق باب التسجيل في الجامعة والانتهاء من إعلان كافة دفعات المرشحين للقبول حسب الموعد الذي تحدده إدارة الإسكان. يتم تحديد أسماء المقبولين في الإقامة ويتم استدعاؤهم قبل أسبوع من بدء الدراسة لملء المستندات والنماذج اللازمة. ويشترط حضور ولي الأمر، ولا يجوز للطالبة تعبئتها دون علم ولي أمرها. إذا كان ولي أمر الطالب هو من سيصطحب الطالب في بداية الإجازات والعطلات الرسمية ولم يعين وكيلاً ينوب عنه فيجب عليه توفير ما يلي: نسختين من السجل المدني أو البطاقة العائلية موضح بها إثبات الطالب أو وثيقة الوصاية القانونية على الطالب. صورتان شخصيتان لولي أمر الطالب أو الوصي القانوني. إذا كان ولي أمر الطالبة لديه وكيل ينوب عنه لاستلام الطالبة من مسكنها في بداية الإجازات والعطلات الرسمية، فعليه تقديم المستندات التالية: نسختين من السجل المدني أو بطاقة الهوية للوكيل أو الوكيل. وكالة قانونية من المحكمة أو تفويض مملوء من ولي الأمر أمام إدارة محرم الطالب. لا يجوز للوكيل أن ينقل وكالته إلى وكيل آخر دون علم الولي الشرعي. يستقبل السكن الطالبات من الساعة الثانية ظهراً من يوم السبت لكل بداية الدراسة بعد الإجازة المدرسية وحتى الساعة العاشرة مساءاً. بعد قبول الطالبات في السكن يتم رفع أسماء الطالبات المقبولات إلى الجهة المختصة للاعتماد.,51.77,متوسط
20,هل أستطيع حجز موعد للقاء مسؤول؟,نعم، يتوفر نموذج إلكتروني لطلب مقابلة مسؤول، وسيتم تحديد الموعد المناسب بعد مراجعة الطلب.,نعم، تتوفر استمارة إلكترونية لطلب مقابلة مع أحد المسؤولين، وسيتم تحديد الموعد المناسب بعد دراسة الطلب.,32.22,متوسط
21,كيف يمكنني تقديم شكوى أو ملاحظة؟,"نرحب بملاحظاتكم أو الشكوى المقدمة من خلال البريد الإلكتروني:
tawasul@taibahu.edu.sa
أو عبر زيارة مكتب خدمة المستفيدين مباشرة.",نرحب بتعليقاتكم أو شكاويكم المقدمة عبر البريد الإلكتروني: tawasul@taibahu.edu.sa أو من خلال زيارة مكتب خدمة المستفيدين مباشرة.,57.75,متوسط
22,ما هي ساعات العمل الرسمية لاستقبال المستفيدين؟,نسعد باستقبالكم من الأحد إلى الخميس، من الساعة 8:00 صباحًا وحتى 2:00 ظهرًا.,نسعد باستقبالكم من الأحد إلى الخميس من الساعة 8:00 صباحاً حتى 2:00 بعد الظهر.,46.71,متوسط
23,كيف يمكنني التواصل مع الكلية أو المرشد الأكاديمي؟,يمكنكم التواصل عبر البريد الإلكتروني الجامعي، أو من خلال خدمة المستفيدين التي تقوم بالتوجيه وفق الكلية المعنية.,يمكنكم التواصل عبر البريد الإلكتروني الجامعي، أو عبر خدمة المستفيدين، والتي تقدم التوجيه حسب الكلية المعنية.,38.2,متوسط
24,كيف يمكنني التواصل مع إدارة خدمة المستفيدين؟,"يمكنك التواصل معنا عبر البريد الإلكتروني الرسمي للإدارة أو من خلال نموذج ""اتصل بنا"" الموجود على الموقع.
كما يمكنك الحضور شخصياً خلال ساعات الدوام الرسمي.",يمكنكم التواصل معنا عبر البريد الإلكتروني الرسمي للإدارة أو عبر نموذج “اتصل بنا” الموجود في الموقع. كما يمكنكم الحضور شخصياً خلال ساعات العمل الرسمية.,49.6,متوسط
25,ماهي شروط القبول بالسكن الداخلي؟,"أن تكون الطالبة سعودية.
أن تكون الطالبة منتظمة في الدراسة في إحدى كليات الجامعة أو الدراسات العليا، وأن تسمح التعليمات والطاقة الاستيعابية للسكن بقبولها، ويشترط لقبول طالبة الدراسات العليا العمل لبعض الساعات المكتبية في الإشراف على الطالبات حسب تعليمات إدارة السكن.
أن تكون أسرة الطالبة غير مقيمة في المدينة التي فيها السكن.
ألا يكون صدر بشأنها حكم تأديبي من كليتها أو حرمت من السكن بقرار تأديبي.
أن توقع الطالبة وولي أمرها على الالتزام باللوائح والأنظمة الجامعية بما فيها اللوائح والأنظمة المنظمة للسكن وما يترتب على الخروج عنها.
يشترط لقبول الطالبات الباقيات للإعادة توفر أماكن شاغرة بالسكن وأن يتم تحصيل الرسوم المقررة للإعاشة أو أي رسوم أخرى يلزم بها طالبات السكن.
موافقة ولي الأمر على مشاركة الطالبة في الأنشطة والبرامج والرحلات الرسمية التي تعدها إدارة السكن داخل أو خارج السكن أو ما يستجد من شروط.",أن يكون الطالب سعودياً. أن تكون الطالبة طالبة نظامية في إحدى كليات الجامعة أو الدراسات العليا، ويجب أن تسمح تعليمات وسعة الإقامة بقبولها. يجب على الطالب الخريج أن يعمل بعض الساعات المكتبية في الإشراف على الطالبات حسب تعليمات إدارة السكن. - ألا تكون عائلة الطالبة مقيمة في المدينة التي تقيم فيها. - ألا يكون قد صدر ضدها حكم تأديبي من كليتها أو حرمت من السكن بقرار تأديبي. يجب على الطالبة وولي أمرها التوقيع على تعهد بالأنظمة واللوائح الجامعية، بما في ذلك القواعد واللوائح المنظمة للسكن وعواقب الخروج عنها. يشترط لقبول باقي الطالبات للإعادة توافر أماكن السكن الشاغرة وتحصيل الرسوم المقررة للسكن أو أي رسوم أخرى مطلوبة لسكن الطالبات. موافقة ولي الأمر على مشاركة الطالب في الأنشطة والبرامج والرحلات الرسمية التي أعدتها إدارة الإسكان داخل أو خارج السكن أو أي شروط أخرى.,49.77,متوسط
26,ما هي التصنيفات العالمية التي دخلتها جامعة طيبة؟,جامعة طيبة تميزت بدخول العديد من التصنيفات الدولية المرموقة مثل تصنيف QS، وتصنيف Times Higher Education (THE)، بالإضافة إلى تصنيف Impact Rankings الذي يركز على المساهمة في تحقيق أهداف التنمية المستدامة (SDGs)، وتصنيف UI GreenMetric المتخصص في قياس الأداء البيئي والاستدامة في الجامعات.,وتميزت جامعة طيبة بدخولها العديد من التصنيفات العالمية المرموقة، مثل تصنيف QS، وتصنيف تايمز للتعليم العالي (THE)، بالإضافة إلى تصنيف Impact Rankings الذي يركز على المساهمة في تحقيق أهداف التنمية المستدامة (SDGs)، وتصنيف UI GreenMetric المتخصص في قياس الأداء البيئي والاستدامة في الجامعات.,71.44,مرتفع
27,هل يحق لطلبة المنح الداخلية التقديم على التخصصات الصحية؟,لا يحق لطلبة المنح الداخلية التقديم على التخصصات الصحية.,لا يحق لطلاب المنح الداخلية التقديم على التخصصات الصحية.,70.26,مرتفع
28,متى يتم تفعيل بوابة التسجيل للمنح الخارجية وماهي المستندات المطلوبة؟,"المنح الخارجية يتم التقديم عليها عبر بوابة تعلم في السعودية، ولمزيد من المعلومات يرجى زيارة الرابط:
https://studyinsaudi.moe.gov.sa/",يتم التقديم للمنح الخارجية من خلال بوابة التعلم بالمملكة العربية السعودية. لمزيد من المعلومات، يرجى زيارة الرابط: https://studyinsaudi.moe.gov.sa/,22.67,منخفض
29,هل سيتم الإعلان عن أدنى نسبة تم قبولها للطالب/ـة للمنح الداخلية والخارجية؟,القبول في المنح الداخلية والخارجية مرهون بموافقة وزارة التعليم على الطلب والأعداد المتاحة لهم، وليس فقط النسبة الموزونة.,القبول في المنح الداخلية والخارجية يخضع لموافقة وزارة التربية والتعليم على التقديم والأعداد المتاحة لهم، وليس النسبة المرجحة فقط.,36.16,متوسط
30,هل من الممكن التعديل على بيانات الطالب عند الخطأ في رقم الجوال في المنح الداخلية والخارجية؟,يمكن تعديل البيانات الشخصية وبيانات التواصل للطالب من خلال رابط استكمال البيانات.,ويمكن تعديل المعلومات الشخصية ومعلومات الاتصال الخاصة بالطالب من خلال رابط استكمال البيانات.,30.03,متوسط
31,هل من الممكن تحديد موعد قبول المنح (الخارجية - الداخلية)؟,قبول المنح الداخلية والخارجية يخضع لمعايير عديدة، ويتم بعدها رفع بيانات المرشحين لوزارة التعليم لأخذ الموافقات اللازمة وإبلاغ المقبولين عبر رسائل الجوال أو الإيميل.,يخضع قبول المنح الداخلية والخارجية لعدة معايير، يتم بعدها تقديم بيانات المرشحين إلى وزارة التربية والتعليم للحصول على الموافقات اللازمة وإبلاغ المقبولين عبر رسائل الجوال أو البريد الإلكتروني.,36.49,متوسط
32,هل يحق للطالب الدراسة بنظام الزيارة في جامعة أخرى دون التقيد بإجراءات طلب الزيارة من جامعة طيبة؟,لا، وسيتم طي قيد سجل الطالب وعدم احتساب المقررات التي درسها بجامعة الزيارة.,لا، سيتم حذف سجل الطالب ولن يتم احتساب المقررات التي درسها في الجامعة الزائرة.,27.11,منخفض
33,كم عدد الفصول الدراسية التي يمكنني فيها الدراسة على نظام الزيارة؟,ثلاثة فصول دراسية بما لا يتجاوز 25% من مجموع الخطة الدراسية للطالب.,ثلاثة فصول دراسية بما لا يتجاوز 25% من إجمالي الخطة الدراسية للطالب.,77.14,مرتفع
34,هل يتم احتساب درجات المقررات التي درستها بنظام الزيارة في جامعة أخرى ضمن المعدل التراكمي؟,يتم رصدها كمواد معادلة.,يتم مراقبتها كمواد متكافئة.,16.84,منخفض
35,هل يستطيع الطالب المنذر أكاديمياً الدراسة على نظام الزيارة؟,نعم.,ردّاً على الاستفسار: نعم.,27.89,منخفض
36,هل يمكن تغيير طلبي بعد إغلاق بوابة التحويل؟,لا يمكن.,غير ممكن.,0.0,منخفض
37,هل يمكن التقديم للتحويل من الكليات التطبيقية (دبلوم) إلى الكليات الأخرى أو العكس؟,لا.,ردّاً على الاستفسار: لا.,27.89,منخفض
38,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية زائراً؟,لا.,ردّاً على الاستفسار: لا.,27.89,منخفض
39,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية طي قيد؟,لا.,ردّاً على الاستفسار: لا.,27.89,منخفض
40,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية معتذراً أو مؤجلاً؟,نعم.,ردّاً على الاستفسار: نعم.,27.89,منخفض
41,هل يمكن التقديم للتحويل لمن سبق له التحويل؟,لا، التحويل يكون لمرة واحدة فقط في المرحلة الجامعية.,لا، التحويل يكون مرة واحدة فقط خلال المرحلة الجامعية.,48.14,متوسط
42,ماذا ينبغي أن أفعل بعد صدور النتيجة بالموافقة؟,يرجى مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,ردّاً على الاستفسار: يرجى مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,78.48,مرتفع
43,هل يعني ترشيحي للتحويل قبول نهائي؟,لا، سيتم القبول النهائي بعد المفاضلة لأعلى المعدلات وضوابط الكلية.,لا، سيتم القبول النهائي بعد مقارنتها بأعلى المعدلات وضوابط الكلية.,58.63,متوسط
44,هل يشترط اختبار كفايات اللغة الإنجليزية للتحويل لتخصص اللغة الإنجليزية؟,نعم، يشترط الاختبار على جميع المتقدمين لتخصص اللغة الإنجليزية بدرجة 53 كحد أدنى، وحسب المقاعد الشاغرة.,نعم، الاختبار مطلوب لجميع المتقدمين لتخصص اللغة الإنجليزية بحد أدنى 53 درجة، حسب المقاعد الشاغرة.,27.55,منخفض
