question_id,question,reference_answer,generated_answer,cosine_similarity_pct,classification
11,ماهي المستندات المطلوب ارفاقها للحصول على الاعانة؟,"تعبئة نموذج طلب الإعانة.
خطاب مقدم من الطالب/ــة بطلب الإعانة.
سجل العائلة لأفراد الأسرة.
السجل الأكاديمي.
صورة من الهوية الوطنية.
صورة من البطاقة الجامعية.
شهادة تعريف براتب ولي الأمر.
إفادة من الضمان الاجتماعي للأسرة في حال وفاة رب الأسرة.","تعبئة نموذج طلب الإعانة.
خطاب مقدم من الطالب/ــة بطلب الإعانة.
سجل العائلة لأفراد الأسرة.
السجل الأكاديمي.
صورة من الهوية الوطنية.
صورة من البطاقة الجامعية.
شهادة تعريف براتب ولي الأمر.
إفادة من الضمان الاجتماعي للأسرة في حال وفاة رب الأسرة.",100.0,مرتفع
12,ماهي آلية وشروط الاستفادة من الاعانة الطلابية؟,"أن يكون الطالب/ــة منتظماً بالجامعة.
أن تكون المكافأة منقطعة لتجاوزها المدة النظامية المسموح بها.
تصرف إعانة مقدارها 500 ريال في حالة انقطاع المكافأة.
أن يحضر الطالب/ــة للإدارة ما يثبت احتياجه/ها للإعانة وفق المستندات المطلوبة لطلب إعانة أعلى من 500 ريال.
ألا يكون صدر بحق الطالب/ــة عقوبة تأديبية.
الحد الأقصى لقيمة القرض 1000 ريال، وما زاد على ذلك يعرض على إدارة صندوق الطالب.
إرفاق الأوراق الرسمية التي تثبت حاجته/ها إلى الإعانة.","إرفاق الأوراق الرسمية التي تثبت حاجته/ها إلى الإعانة.؛ أن يكون الطالب/ــة منتظماً بالجامعة.
وما زاد على ذلك يعرض على إدارة صندوق الطالب.
أن تكون المكافأة منقطعة لتجاوزها المدة النظامية المسموح بها.
تصرف إعانة مقدارها 500 ريال في حالة انقطاع المكافأة.
أن يحضر الطالب/ــة للإدارة ما يثبت احتياجه/ها للإعانة حسب المستندات المطلوبة لطلب إعانة أعلى من 500 ريال.
ألا يكون صدر بحق الطالب/ــة عقوبة تأديبية.
الحد الأقصى لقيمة القرض 1000 ريال",91.82,مرتفع
13,هل يمكن للطالب/ــة الحصول على العشرة ريالات التي تحسم من المكافأة لصالح صندوق الطالب؟,لا يمكن الحصول عليها، وإنما يعاد صرفها على الأنشطة والبرامج الطلابية والرياضية، ويمكن للطالب/ــة الالتحاق بالنوادي والبرامج للاستفادة منها.,وإنما يعاد صرفها على الأنشطة والبرامج الطلابية والرياضية؛ لا يمكن الحصول عليها؛ ويمكن للطالب/ــة الالتحاق بالنوادي والبرامج للاستفادة منها.,97.28,مرتفع
14,هل يصرف لطلبة ذوي الإعاقة مكافأة؟,"نعم يصرف لهم مكافأة، ويتم تحديدها من وزارة الشؤون الاجتماعية على حسب حالة الطالب/ــة مع إضافة بدل إعاقة، وهي كالآتي:
الكفيف: تصرف له مكافأة شهرية مع راتب بالمرتبة الخامسة الدرجة الأولى.
المعاق: وهم فئتان تحددان على حسب نسبة الإعاقة المحددة من قبل وزارة الشؤون الاجتماعية.
متوسطي الإعاقة: تصرف لهم مكافأة شهرية مع بدل 1500 ريال.
شديدي الإعاقة: تصرف لهم مكافأة شهرية مع راتب المرتبة الخامسة الدرجة الأولى.","الكفيف: تصرف له مكافأة شهرية مع راتب بالمرتبة الخامسة الدرجة الأولى.
نعم يصرف لهم مكافأة؛ كما تتم تحديدها من وزارة الشؤون الاجتماعية على حسب حالة الطالب/ــة مع إضافة بدل إعاقة، وهي كالآتي:
المعاق: وهم فئتان تحددان على حسب نسبة الإعاقة المحددة من قبل وزارة الشؤون الاجتماعية.
متوسطي الإعاقة: تصرف لهم مكافأة شهرية مع بدل 1500 ريال.
شديدي الإعاقة: تصرف لهم مكافأة شهرية مع راتب المرتبة الخامسة الدرجة الأولى.",82.7,مرتفع
15,ماهي الحالات التي لا تصرف فيها المكافأة؟,"لا تصرف المكافأة للطالب الذي تجاوز المدة النظامية.
تحسب فترة الاعتذار ضمن المدة النظامية.
لا تحسب فترة التأجيل ضمن المدة النظامية.
لا تحسب فترة الانقطاع ضمن المدة النظامية.
تحسب الفصول الدراسية السابقة للطالب المحول من داخل الجامعة، سواء من قسم إلى قسم آخر، أو من كلية إلى كلية داخل الجامعة.
الاعتذار عن الدراسة:
لا تصرف المكافأة للطالب الذي اعتذر عن الدراسة، حيث لا تصرف مكافأة الطالب المعتذر من تاريخ الاعتذار، ولا تسترجع المكافأة التي صرفت له خلال دراسته حتى اعتذاره، ويحتسب فصل الاعتذار ضمن المدة النظامية.
تأجيل الدراسة:
لا تصرف المكافأة للطالب الذي أجل الدراسة، ولا تحسب مدة التأجيل ضمن المدة النظامية.
الحصول على إنذار أكاديمي أو قرار تأديبي:
لا تصرف المكافأة للطالب الذي وجه له إنذار أكاديمياً أو قرار تأديبي.","أو من كلية إلى كلية داخل الجامعة.
ولا تسترجع المكافأة التي صرفت له خلال دراسته حتى اعتذاره؛ الاعتذار عن الدراسة:
لا تصرف المكافأة للطالب الذي اعتذر عن الدراسة؛ لا تصرف المكافأة للطالب الذي تجاوز المدة النظامية.
تحسب فترة الاعتذار ضمن المدة النظامية.
لا تحسب فترة التأجيل ضمن المدة النظامية.
لا تحسب فترة الانقطاع ضمن المدة النظامية.
تحسب الفصول الدراسية السابقة للطالب المحول من داخل الجامعة؛ سواء من قسم إلى قسم آخر؛ حيث لا تصرف مكافأة الطالب المعتذر من تاريخ الاعتذار؛ ويحتسب فصل الاعتذار ضمن المدة النظامية.
تأجيل الدراسة:
لا تصرف المكافأة للطالب الذي أجل الدراسة؛ ولا تحسب مدة التأجيل ضمن المدة النظامية.
الحصول على إنذار أكاديمي أو قرار تأديبي:
لا تصرف المكافأة للطالب الذي وجه له إنذار أكاديمياً أو قرار تأديبي.",97.46,مرتفع
16,هل يصرف للطلبة مكافأة امتياز؟,نعم تصرف مكافأة الامتياز لطلبة البكالوريوس، ومقدارها 1000 ريال للطالب الحاصل على تقدير ممتاز في كل عام دراسي.,نعم تصرف مكافأة الامتياز لطلبة البكالوريوس؛ ومقدارها 1000 ريال للطالب الحاصل على تقدير ممتاز في كل عام دراسي.,97.5,مرتفع
17,كم المدة النظامية لصرف المكافآت الشهرية لطلبة الكليات؟,حسب الخطة النظامية المعتمدة للتخرج.,حسب الخطة النظامية المعتمدة للتخرج.,100.0,مرتفع
18,ماهي متطلبات الحصول على المكافأة الشهرية؟,"أن يكون الطالب/ــة منتظماً.
عدم وجود إنذار أكاديمي.
وجود جدول دراسي.","عدم وجود إنذار أكاديمي.
أن يكون الطالب/ــة منتظماً.
وجود جدول دراسي.",97.5,مرتفع
19,ماهي إجراءات القبول في السكن الجامعي؟,"تحدد إدارة السكن الداخلي الطاقة الاستيعابية للقبول قبل بدء العام الدراسي بوقت كافٍ.
فتح باب التقديم الإلكتروني على السكن يكون بعد إغلاق باب التسجيل في الجامعة والانتهاء من إعلان جميع دفعات المرشحين للقبول حسب الموعد الذي تحدده إدارة السكن.
يتم حصر أسماء المقبولات في السكن واستدعاؤهن قبل بداية الدراسة بأسبوع لتعبئة المستندات والنماذج اللازمة، ويشترط حضور ولي الأمر، ولا يجوز للطالبة تعبئتها دون علم ولي أمرها.
إذا كان ولي أمر الطالبة هو الشخص الذي سيتولى أخذ الطالبة في بداية الإجازات والعطلات الرسمية ولم يوكل وكيلاً ينوب عنه، فيقدم ما يلي:
صورتين من حفيظة النفوس أو بطاقة العائلة موضح فيها إثبات الطالبة أو وثيقة الولاية الشرعية على الطالبة.
صورتين شخصية لولي أمر الطالبة أو الولي الشرعي.
إذا كان لولي أمر الطالبة وكيل ينوب عنه في أخذ الطالبة من السكن في بداية الإجازات والعطل الرسمية، فيقدم الوثائق التالية:
صورتين لحفيظة النفوس أو بطاقة الأحوال للوكيل أو الوكيلة.
وكالة شرعية من المحكمة أو تفويض يعبأ من قبل ولي الأمر أمام إدارة محارم الطالبة.
لا يجوز للوكيل أن يتنازل دون علم الولي الشرعي عن وكالته لوكيل آخر.
يستقبل السكن الطالبات بدءًا من الساعة الثانية ظهرًا يوم السبت لكل بداية دراسة بعد العطلات الدراسية حتى الساعة العاشرة مساءً.
بعد قبول الطالبات في السكن ترفع أسماء الطالبات المقبولات لجهة الاختصاص لاعتمادها.","ولا يجوز للطالبة تعبئتها دون علم ولي أمرها.
عند كون ولي أمر الطالبة هو الشخص الذي سيتولى أخذ الطالبة في بداية الإجازات والعطلات الرسمية ولم يوكل وكيلاً ينوب عنه، تحدد إدارة السكن الداخلي الطاقة الاستيعابية للقبول قبل بدء العام الدراسي بوقت كافٍ.
فتح باب التقديم الإلكتروني على السكن يكون بعد إغلاق باب التسجيل في الجامعة والانتهاء من إعلان جميع دفعات المرشحين للقبول حسب الموعد الذي تحدده إدارة السكن.
يُنفّذ حصر أسماء المقبولات في السكن واستدعاؤهن قبل بداية الدراسة بأسبوع لتعبئة المستندات والنماذج اللازمة؛ ويشترط حضور ولي الأمر، فيقدم ما يلي:
صورتين من حفيظة النفوس أو بطاقة العائلة موضح فيها إثبات الطالبة أو وثيقة الولاية الشرعية على الطالبة.
صورتين شخصية لولي أمر الطالبة أو الولي الشرعي.
عند كون لولي أمر الطالبة وكيل ينوب عنه في أخذ الطالبة من السكن في بداية الإجازات والعطل الرسمية، فيقدم الوثائق التالية:
صورتين لحفيظة النفوس أو بطاقة الأحوال للوكيل أو الوكيلة.
وكالة شرعية من المحكمة أو تفويض يعبأ من قبل ولي الأمر أمام إدارة محارم الطالبة.
لا يجوز للوكيل أن يتنازل دون علم الولي الشرعي عن وكالته لوكيل آخر.
يستقبل السكن الطالبات بدءًا من الساعة الثانية ظهرًا يوم السبت لكل بداية دراسة بعد العطلات الدراسية حتى الساعة العاشرة مساءً.
بعد قبول الطالبات في السكن ترفع أسماء الطالبات المقبولات لجهة الاختصاص لاعتمادها.",56.99,متوسط
20,هل أستطيع حجز موعد للقاء مسؤول؟,نعم، يتوفر نموذج إلكتروني لطلب مقابلة مسؤول، وسيتم تحديد الموعد المناسب بعد مراجعة الطلب.,نعم؛ يتوفر نموذج إلكتروني لطلب مقابلة مسؤول؛ وسيُنفّذ تحديد الموعد المناسب بعد مراجعة الطلب.,97.5,مرتفع
21,كيف يمكنني تقديم شكوى أو ملاحظة؟,"نرحب بملاحظاتكم أو الشكوى المقدمة من خلال البريد الإلكتروني:
tawasul@taibahu.edu.sa
أو عبر زيارة مكتب خدمة المستفيدين مباشرة.","نرحب بملاحظاتكم أو الشكوى المقدمة عبر البريد الإلكتروني:
tawasul@taibahu.edu.sa
أو عبر زيارة مكتب خدمة المستفيدين مباشرة.",97.5,مرتفع
22,ما هي ساعات العمل الرسمية لاستقبال المستفيدين؟,نسعد باستقبالكم من الأحد إلى الخميس، من الساعة 8:00 صباحًا وحتى 2:00 ظهرًا.,نسعد باستقبالكم من الأحد إلى الخميس؛ من الساعة 8:00 صباحًا وحتى 2:00 ظهرًا.,97.5,مرتفع
23,كيف يمكنني التواصل مع الكلية أو المرشد الأكاديمي؟,يمكنكم التواصل عبر البريد الإلكتروني الجامعي، أو من خلال خدمة المستفيدين التي تقوم بالتوجيه وفق الكلية المعنية.,بإمكانكم التواصل عبر البريد الإلكتروني الجامعي؛ أو عبر خدمة المستفيدين التي تقوم بالتوجيه حسب الكلية المعنية.,97.5,مرتفع
24,كيف يمكنني التواصل مع إدارة خدمة المستفيدين؟,"يمكنك التواصل معنا عبر البريد الإلكتروني الرسمي للإدارة أو من خلال نموذج ""اتصل بنا"" الموجود على الموقع.
كما يمكنك الحضور شخصياً خلال ساعات الدوام الرسمي.","بإمكانك التواصل معنا عبر البريد الإلكتروني الرسمي للإدارة أو عبر نموذج ""اتصل بنا"" الموجود على الموقع.
كما بإمكانك الحضور شخصياً خلال ساعات الدوام الرسمي.",97.5,مرتفع
25,ماهي شروط القبول بالسكن الداخلي؟,"أن تكون الطالبة سعودية.
أن تكون الطالبة منتظمة في الدراسة في إحدى كليات الجامعة أو الدراسات العليا، وأن تسمح التعليمات والطاقة الاستيعابية للسكن بقبولها، ويشترط لقبول طالبة الدراسات العليا العمل لبعض الساعات المكتبية في الإشراف على الطالبات حسب تعليمات إدارة السكن.
أن تكون أسرة الطالبة غير مقيمة في المدينة التي فيها السكن.
ألا يكون صدر بشأنها حكم تأديبي من كليتها أو حرمت من السكن بقرار تأديبي.
أن توقع الطالبة وولي أمرها على الالتزام باللوائح والأنظمة الجامعية بما فيها اللوائح والأنظمة المنظمة للسكن وما يترتب على الخروج عنها.
يشترط لقبول الطالبات الباقيات للإعادة توفر أماكن شاغرة بالسكن وأن يتم تحصيل الرسوم المقررة للإعاشة أو أي رسوم أخرى يلزم بها طالبات السكن.
موافقة ولي الأمر على مشاركة الطالبة في الأنشطة والبرامج والرحلات الرسمية التي تعدها إدارة السكن داخل أو خارج السكن أو ما يستجد من شروط.","ويشترط لقبول طالبة الدراسات العليا العمل لبعض الساعات المكتبية في الإشراف على الطالبات حسب تعليمات إدارة السكن.
أن تكون الطالبة سعودية.
أن تكون أسرة الطالبة غير مقيمة في المدينة التي فيها السكن.
ألا يكون صدر بشأنها حكم تأديبي من كليتها أو حرمت من السكن بقرار تأديبي.
أن توقع الطالبة وولي أمرها على الالتزام باللوائح والأنظمة الجامعية بما فيها اللوائح والأنظمة المنظمة للسكن وما يترتب على الخروج عنها.
يشترط لقبول الطالبات الباقيات للإعادة توفر أماكن شاغرة بالسكن وأن يُنفّذ تحصيل الرسوم المقررة للإعاشة أو أي رسوم أخرى ينبغي بها طالبات السكن.
موافقة ولي الأمر على مشاركة الطالبة في الأنشطة والبرامج والرحلات الرسمية التي تعدها إدارة السكن داخل أو خارج السكن أو ما يستجد من شروط.، وأن تسمح التعليمات والطاقة الاستيعابية للسكن بقبولها؛ أن تكون الطالبة منتظمة في الدراسة في إحدى كليات الجامعة أو الدراسات العليا",48.1,متوسط
26,ما هي التصنيفات العالمية التي دخلتها جامعة طيبة؟,جامعة طيبة تميزت بدخول العديد من التصنيفات الدولية المرموقة مثل تصنيف QS، وتصنيف Times Higher Education (THE)، بالإضافة إلى تصنيف Impact Rankings الذي يركز على المساهمة في تحقيق أهداف التنمية المستدامة (SDGs)، وتصنيف UI GreenMetric المتخصص في قياس الأداء البيئي والاستدامة في الجامعات.,جامعة طيبة تميزت بدخول العديد من التصنيفات الدولية المرموقة مثل تصنيف QS؛ وتصنيف Times Higher Education (THE)؛ بالإضافة إلى تصنيف Impact Rankings الذي يركز على المساهمة في تحقيق أهداف التنمية المستدامة (SDGs)؛ وتصنيف UI GreenMetric المتخصص في قياس الأداء البيئي والاستدامة في الجامعات.,97.5,مرتفع
27,هل يحق لطلبة المنح الداخلية التقديم على التخصصات الصحية؟,لا يحق لطلبة المنح الداخلية التقديم على التخصصات الصحية.,لا يحق لطلبة المنح الداخلية التقديم على التخصصات الصحية.,100.0,مرتفع
28,متى يتم تفعيل بوابة التسجيل للمنح الخارجية وماهي المستندات المطلوبة؟,"المنح الخارجية يتم التقديم عليها عبر بوابة تعلم في السعودية، ولمزيد من المعلومات يرجى زيارة الرابط:
https://studyinsaudi.moe.gov.sa/","ولمزيد من المعلومات رجاءً زيارة الرابط:
https://studyinsaudi.moe.gov.sa/؛ المنح الخارجية يُنفّذ التقديم عليها عبر بوابة تعلم في السعودية",97.5,مرتفع
29,هل سيتم الإعلان عن أدنى نسبة تم قبولها للطالب/ـة للمنح الداخلية والخارجية؟,القبول في المنح الداخلية والخارجية مرهون بموافقة وزارة التعليم على الطلب والأعداد المتاحة لهم، وليس فقط النسبة الموزونة.,القبول في المنح الداخلية والخارجية مرهون بموافقة وزارة التعليم على الطلب والأعداد المتاحة لهم؛ وليس فقط النسبة الموزونة.,97.5,مرتفع
30,هل من الممكن التعديل على بيانات الطالب عند الخطأ في رقم الجوال في المنح الداخلية والخارجية؟,يمكن تعديل البيانات الشخصية وبيانات التواصل للطالب من خلال رابط استكمال البيانات.,يمكن تعديل البيانات الشخصية وبيانات التواصل للطالب عبر رابط استكمال البيانات.,97.5,مرتفع
31,هل من الممكن تحديد موعد قبول المنح (الخارجية - الداخلية)؟,قبول المنح الداخلية والخارجية يخضع لمعايير عديدة، ويتم بعدها رفع بيانات المرشحين لوزارة التعليم لأخذ الموافقات اللازمة وإبلاغ المقبولين عبر رسائل الجوال أو الإيميل.,قبول المنح الداخلية والخارجية يخضع لمعايير عديدة؛ ويُنفّذ ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ومن ثم رفع بيانات المرشحين لوزارة التعليم للحصول على الموافقات اللازمة وإبلاغ المقبولين بوساطة رسائل الجوال أو البريد الإلكتروني.,84.84,مرتفع
32,هل يحق للطالب الدراسة بنظام الزيارة في جامعة أخرى دون التقيد بإجراءات طلب الزيارة من جامعة طيبة؟,لا، وسيتم طي قيد سجل الطالب وعدم احتساب المقررات التي درسها بجامعة الزيارة.,لا؛ وسيُنفّذ طي قيد سجل الطالب وعدم احتساب المقررات التي درسها بجامعة الزيارة.,97.5,مرتفع
33,كم عدد الفصول الدراسية التي يمكنني فيها الدراسة على نظام الزيارة؟,ثلاثة فصول دراسية بما لا يتجاوز 25% من مجموع الخطة الدراسية للطالب.,ثلاثة فصول دراسية بما لا يتجاوز 25% من مجموع الخطة الدراسية للطالب.,100.0,مرتفع
34,هل يتم احتساب درجات المقررات التي درستها بنظام الزيارة في جامعة أخرى ضمن المعدل التراكمي؟,يتم رصدها كمواد معادلة.,يُنفّذ رصدها كمواد معادلة.,97.5,مرتفع
35,هل يستطيع الطالب المنذر أكاديمياً الدراسة على نظام الزيارة؟,نعم.,الجواب: نعم.,87.85,مرتفع
36,هل يمكن تغيير طلبي بعد إغلاق بوابة التحويل؟,لا يمكن.,لا يمكن.,100.0,مرتفع
37,هل يمكن التقديم للتحويل من الكليات التطبيقية (دبلوم) إلى الكليات الأخرى أو العكس؟,لا.,الجواب: لا,88.57,مرتفع
38,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية زائراً؟,لا.,الجواب: لا,88.57,مرتفع
39,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية طي قيد؟,لا.,الجواب: لا,88.57,مرتفع
40,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية معتذراً أو مؤجلاً؟,نعم.,الجواب: نعم.,87.85,مرتفع
41,هل يمكن التقديم للتحويل لمن سبق له التحويل؟,لا، التحويل يكون لمرة واحدة فقط في المرحلة الجامعية.,لا؛ التحويل يكون لمرة واحدة فقط في المرحلة الجامعية.,97.5,مرتفع
42,ماذا ينبغي أن أفعل بعد صدور النتيجة بالموافقة؟,يرجى مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,رجاءً مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,97.5,مرتفع
43,هل يعني ترشيحي للتحويل قبول نهائي؟,لا، سيتم القبول النهائي بعد المفاضلة لأعلى المعدلات وضوابط الكلية.,لا؛ سيُنفّذ القبول النهائي بعد المفاضلة لأعلى المعدلات وضوابط الكلية.,97.4,مرتفع
